Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	À©Õ¹Ì××°Òþ²ØÊôÐÔ3	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	ÌØÊâ×°±¸±êÊ¶£¨¿É¶¨ÒåµÀ¾ßÃû³ÆÑÕÉ«£¬ºóÐøÀ©Õ¹£©
§»ng Long V« L­îng Tiªu Thõa ChØ Hoµn 	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	10	39	0	46	1							961	919	980	3929	1339	1302	292	233	10	130			2	10					
§»ng Long Khai Thiªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	10	39	1	46	1							961	939	979	3927	1002	1302	293	234	1	2551	1280		2	10					
§»ng Long Khai Thiªn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap29.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	1	46	1							961	859	980	1022	1339	3529	293	234	2	2360	2823		2	10					
§»ng Long Khai Thiªn Nh­ ý ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	10	39	1	46	1							961	899	979	3928	1339	1302	293	234	3	130			2	10					
§»ng Long Khai Thiªn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	1	46	1							961	879	980	1022	1339	1302	293	234	4	2360	1280		2	10					
§»ng Long Khai Thiªn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash28.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	919	979	3929	1339	1302	293	234	5	2552	1280		2	10					
§»ng Long Khai Thiªn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth29.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	1	46	1							961	939	979	3927	2725	3529	293	234	6	2360	2325		2	10					
§»ng Long Khai Thiªn ThÇn Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha25.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	10	39	1	46	1							1282	859	1083	1022	1324	3529	293	234	7	2360	130		2	10					
§»ng Long Khai Thiªn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes29.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	899	979	3928	1262	1302	293	234	8	2360	1280		2	10					
§»ng Long Khai Thiªn Qua Chïy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	10	39	1	46	1							961	879	980	1022	1339	1302	293	234	9	2553	1280		2	10					
§»ng Long Khai Thiªn TÞch Tµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	10	39	1	46	1							961	919	980	3929	1339	1302	293	234	10	130			2	10					
§»ng Long TÞch §Þa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	10	39	1	46	1							961	939	979	3927	1002	1302	294	235	1	2555	1280		2	10					
§»ng Long TÞch §Þa Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap29.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	1	46	1							961	859	980	1022	1339	3529	294	235	2	2360	1280		2	10					
§»ng Long TÞch §Þa #?ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	10	39	1	46	1							961	899	979	3928	1339	1302	294	235	3	130			2	10					
§»ng Long TÞch §Þa Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	1	46	1							961	879	980	1022	1339	1302	294	235	4	2360	1280		2	10					
§»ng Long TÞch §Þa Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash28.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	919	979	3929	1339	1302	294	235	5	2556	1280		2	10					
§»ng Long TÞch §Þa Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth29.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	1	46	1							961	939	979	3927	2725	3529	294	235	6	2360	2824		2	10					
§»ng Long TÞch §Þa Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-staff25.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	10	39	1	46	1							1282	859	1083	1022	1324	3529	294	235	7	2360	130		2	10					
§»ng Long TÞch §Þa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes29.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	899	979	3928	1262	1302	294	235	8	2360	2326		2	10					
§»ng Long TÞch §Þa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	10	39	1	46	1							961	879	980	1022	1339	1302	294	235	9	2557	1280		2	10					
§»ng Long TÞch §Þa TrÇm H­¬ng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	10	39	1	46	1							961	919	980	3929	1339	1302	294	235	10	130			2	10					
§»ng Long Hçn Nguyªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	10	39	1	46	1							961	939	979	3927	1002	1302	295	236	1	2559	1280		2	10					
§»ng Long Hçn Nguyªn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap29.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	1	46	1							961	859	980	1022	1339	3529	295	236	2	2360	2327		2	10					
§»ng Long Hçn Nguyªn ??ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	10	39	1	46	1							961	899	979	3928	1339	1302	295	236	3	130			2	10					
§»ng Long Hçn Nguyªn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	1	46	1							961	879	980	1022	1339	1302	295	236	4	2360	1280		2	10					
§»ng Long Hçn Nguyªn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash28.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	919	979	3929	1339	1302	295	236	5	2560	1280		2	10					
§»ng Long Hçn Nguyªn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth29.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	1	46	1							961	939	979	3927	2725	3529	295	236	6	2360	2822		2	10					
§»ng Long Hçn Nguyªn B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade28.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	1	46	1							1282	859	1083	1022	1324	3529	295	236	7	2360	130		2	10					
§»ng Long Hçn Nguyªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes29.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	1	46	1							961	899	979	3928	1262	1302	295	236	8	2360	1280		2	10					
§»ng Long Hçn Nguyªn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	10	39	1	46	1							961	879	980	1022	1339	1302	295	236	9	2561	1280		2	10					
§»ng Long Hçn Nguyªn Phông Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	10	39	1	46	1							961	919	980	3929	1339	1302	295	236	10	130			2	10					
§»ng Long Phi Thiªn Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck29.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(1)	4	99999	10	0																						36	10	39	4	46	1							961	939	979	3927	1002	1302	296	237	1	2563	1280		2	10					
§»ng Long Phi Thiªn Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap23.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	4	46	1							961	859	980	1022	1339	3544	296	237	2	2351	1280		2	10					
§»ng Long Phi Thiªn Minh Ch©u ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(3)	2	99999	10	0																						36	10	39	4	46	1							961	899	979	3928	1339	1302	296	237	3	130			2	10					
§»ng Long Phi Thiªn L­u V©n Tô	0	8	0	\spr\item\equip\bangle\obj-bangle30.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	4	46	1							961	879	980	1022	1339	1302	296	237	4	2351	2328		2	10					
§»ng Long Phi Thiªn Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash30.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							961	919	979	3929	1339	1302	296	237	5	2564	1280		2	10					
§»ng Long Phi Thiªn Nghª Th­êng Vò Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth28.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	4	46	1							961	939	979	3927	2725	3544	296	237	6	2351	2825		2	10					
§»ng Long Phi Thiªn B¶o KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword27.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	4	46	1							2715	859	1083	1022	1339	3544	296	237	7	2351	130		2	10					
§»ng Long Phi Thiªn Lý	0	5	3	\spr\item\equip\boots\obj-shoes32.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							961	899	979	3928	1262	1302	296	237	8	2351	1280		2	10					
§»ng Long Phi Thiªn H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist30.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(9)	1	99999	10	0																						36	10	39	4	46	1							961	879	980	1022	1339	1302	296	237	9	2565	1280		2	10					
§»ng Long Phi Thiªn BÝch Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	10	39	4	46	1							961	919	980	3929	1339	1302	296	237	10	130			2	10					
§»ng Long B¨ng Ph¸ch Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck29.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(1)	4	99999	10	0																						36	10	39	4	46	1							961	939	979	3927	1002	1302	297	238	1	2567	1280		2	10					
§»ng Long B¨ng Ph¸ch Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap23.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	4	46	1							961	859	980	1022	1339	3544	297	238	2	2351	1280		2	10					
§»ng Long B¨ng Ph¸ch L­u Ly ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(3)	2	99999	10	0																						36	10	39	4	46	1							961	899	979	3928	1339	1302	297	238	3	130			2	10					
§»ng Long B¨ng Ph¸ch TuyÕt ¶nh Tô	0	8	0	\spr\item\equip\bangle\obj-bangle30.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	4	46	1							961	879	980	1022	1339	1302	297	238	4	2351	1280		2	10					
§»ng Long B¨ng Ph¸ch Ti §¸i	0	6	1	\spr\item\equip\sash\obj-sash30.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							961	919	979	3929	1339	1302	297	238	5	2568	1280		2	10					
§»ng Long B¨ng Ph¸ch TuyÕt Tiªu Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth28.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	4	46	1							961	939	979	3927	2725	3544	297	238	6	2351	2826		2	10					
§»ng Long B¨ng Ph¸ch TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove06.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	10	39	4	46	1							2720	859	1122	1022	1341	3544	297	238	7	2351	130		2	10					
§»ng Long B¨ng Ph¸ch Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes32.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	4	46	1							961	899	979	3928	1262	1302	297	238	8	2351	2329		2	10					
§»ng Long B¨ng Ph¸ch H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist30.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(9)	1	99999	10	0																						36	10	39	4	46	1							961	879	980	1022	1339	1302	297	238	9	2569	1280		2	10					
§»ng Long B¨ng Ph¸ch B¨ng Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	10	39	4	46	1							961	919	980	3929	1339	1302	297	238	10	130			2	10					
§»ng Long Khuynh Thµnh Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck29.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(1)	4	99999	10	0																						36	10	39	5	46	1							961	939	979	3927	1002	1302	298	239	1	2571	1280		2	10					
§»ng Long Khuynh Thµnh Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap24.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	10	39	5	46	1							961	859	980	1022	1339	3544	298	239	2	2351	1280		2	10					
§»ng Long Khuynh Thµnh TuyÕt Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(3)	2	99999	10	0																						36	10	39	5	46	1							961	899	979	3928	1339	1302	298	239	3	130			2	10					
§»ng Long Khuynh Thµnh CÈm Tó Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle30.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	10	39	5	46	1							961	879	980	1022	1339	1302	298	239	4	2351	2330		2	10					
§»ng Long Khuynh Thµnh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash30.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							961	919	979	3929	1339	1302	298	239	5	2572	1280		2	10					
§»ng Long Khuynh Thµnh Khëi La Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth29.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	10	39	5	46	1							961	939	979	3927	2725	3544	298	239	6	2351	2827		2	10					
§»ng Long Khuynh Thµnh B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade29.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	5	46	1							2715	859	1083	1022	1339	3544	298	239	7	2351	130		2	10					
§»ng Long Khuynh Thµnh Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes33.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							961	899	979	3928	1262	1302	298	239	8	2351	1280		2	10					
§»ng Long Khuynh Thµnh H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist30.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(9)	1	99999	10	0																						36	10	39	5	46	1							961	879	980	1022	1339	1302	298	239	9	2573	1280		2	10					
§»ng Long Khuynh Thµnh MÆc Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	10	39	5	46	1							961	919	980	3929	1339	1302	298	239	10	130			2	10					
§»ng Long B¸ch H­¬ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck29.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(1)	0	99999	10	0																						36	10	39	5	46	1							961	939	979	3927	1002	1302	299	240	1	2575	1280		2	10					
§»ng Long B¸ch H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap24.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	5	46	1							961	859	980	1022	1339	3544	299	240	2	2351	1280		2	10					
§»ng Long B¸ch H­¬ng Linh Lung ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(3)	1	99999	10	0																						36	10	39	5	46	1							961	899	979	3928	1339	1302	299	240	3	130			2	10					
§»ng Long B¸ch H­¬ng Sinh Hoa Thñ Tr¹c	0	8	0	\spr\item\equip\bangle\obj-bangle30.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	5	46	1							961	879	980	1022	1339	1302	299	240	4	2576	1280		2	10					
§»ng Long B¸ch H­¬ng Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash30.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							961	919	979	3929	1339	1302	299	240	5	2351	2331		2	10					
§»ng Long B¸ch H­¬ng Th¸i §iÖp Y	0	2	9	\spr\item\equip\armor\obj-fm-cloth29.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	10	39	5	46	1							961	939	979	3927	2725	3544	299	240	6	2351	2828		2	10					
§»ng Long B¸ch H­¬ng Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd25.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	10	39	5	46	1							2720	859	1122	1022	1341	3544	299	240	7	2351	130		2	10					
§»ng Long B¸ch H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes33.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	10	39	5	46	1							961	899	979	3928	1262	1302	299	240	8	2351	1280		2	10					
§»ng Long B¸ch H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist30.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(9)	3	99999	10	0																						36	10	39	5	46	1							961	879	980	1022	1339	1302	299	240	9	2577	1280		2	10					
§»ng Long B¸ch H­¬ng San H« ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring29.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(10)	4	99999	10	0																						36	10	39	5	46	1							961	919	980	3929	1339	1302	299	240	10	130			2	10					
§»ng Long V¹n §éc H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	10	39	3	46	1							961	939	979	3927	1002	1302	300	241	1	2579	1280		2	10					
§»ng Long V¹n §éc Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap30.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	10	39	3	46	1							961	859	980	1022	1339	3534	300	241	2	2351	2829		2	10					
§»ng Long V¹n §éc HuyÕt TrÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	10	39	3	46	1							961	899	979	3928	1339	1302	300	241	3	130			2	10					
§»ng Long V¹n §éc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	10	39	3	46	1							961	879	980	1022	1339	1302	300	241	4	2351	1280		2	10					
§»ng Long V¹n §éc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	10	39	3	46	1							961	919	979	3929	1339	1302	300	241	5	2580	1280		2	10					
